"";"x";"governance_index";"innovation_index";"leadership_index";"citizenship_index";"performance_index";"productsservices_index";"workplace_index"
"3038";3038;2,38;3,94;3,89;3,42;3,88;3,16;NA
"3039";3039;2,38;3,94;3,89;3,42;3,88;3,16;NA
"3040";3040;2,38;3,94;3,89;3,42;3,88;3,16;NA
"3041";3041;2,38;3,94;3,89;3,43;3,88;3,16;NA
"3042";3042;2,38;3,94;3,89;3,43;3,88;3,16;NA
"3043";3043;2,38;3,94;3,89;3,43;3,88;3,16;NA
"3044";3044;2,38;3,94;3,89;3,43;3,88;3,16;NA
"3045";3045;2,38;3,94;3,89;3,43;3,88;3,16;NA
"3046";3046;2,39;3,94;3,89;3,43;3,88;3,16;NA
"3047";3047;2,39;3,94;3,89;3,42;3,88;3,16;NA
"3048";3048;2,39;3,94;3,89;3,42;3,88;3,16;NA
"3049";3049;2,39;3,94;3,89;3,42;3,88;3,16;NA
"3050";3050;2,39;3,94;3,89;3,42;3,88;3,16;NA
"3051";3051;2,39;3,94;3,89;3,42;3,88;3,16;NA
"3052";3052;2,39;3,94;3,89;3,42;3,88;3,16;NA
"3053";3053;2,39;3,94;3,89;3,42;3,88;3,16;NA
"3054";3054;2,39;3,94;3,89;3,42;3,88;3,16;NA
"3055";3055;2,39;3,94;3,89;3,42;3,88;3,16;NA
"3056";3056;2,39;3,94;3,89;3,42;3,88;3,16;NA
"3057";3057;2,39;3,94;3,89;3,42;3,88;3,16;NA
"3058";3058;2,39;3,95;3,89;3,42;3,88;3,16;NA
"3059";3059;2,39;3,95;3,89;3,42;3,88;3,16;NA
"3060";3060;2,39;3,95;3,89;3,42;3,88;3,16;NA
"3061";3061;2,39;3,95;3,89;3,42;3,88;3,16;NA
"3062";3062;2,39;3,95;3,89;3,42;3,88;3,16;NA
"3063";3063;2,39;3,95;3,89;3,42;3,88;3,16;NA
"3064";3064;2,39;3,95;3,89;3,42;3,88;3,16;NA
"3065";3065;2,39;3,95;3,89;3,42;3,88;3,16;NA
"3066";3066;2,39;3,95;3,89;3,42;3,88;3,16;NA
"3067";3067;2,39;3,95;3,89;3,42;3,88;3,16;NA
"3068";3068;2,39;3,95;3,89;3,42;3,88;3,16;NA
"3069";3069;2,39;3,95;3,89;3,42;3,88;3,16;NA
"3070";3070;2,39;3,95;3,89;3,42;3,88;3,16;NA
"3071";3071;2,39;3,95;3,89;3,42;3,88;3,17;NA
"3072";3072;2,39;3,95;3,89;3,42;3,88;3,17;NA
"3073";3073;2,39;3,95;3,89;3,42;3,88;3,17;NA
"3074";3074;2,39;3,95;3,89;3,42;3,88;3,17;NA
"3075";3075;2,39;3,95;3,89;3,41;3,88;3,17;NA
"3076";3076;2,39;3,95;3,89;3,41;3,88;3,17;NA
"3077";3077;2,39;3,95;3,89;3,41;3,88;3,17;NA
"3078";3078;2,39;3,95;3,89;3,41;3,88;3,17;NA
"3079";3079;2,39;3,95;3,89;3,41;3,88;3,17;NA
"3080";3080;2,39;3,95;3,89;3,41;3,88;3,17;NA
"3081";3081;2,39;3,95;3,89;3,41;3,88;3,17;NA
"3082";3082;2,39;3,95;3,89;3,41;3,88;3,17;NA
"3083";3083;2,39;3,95;3,89;3,41;3,88;3,17;NA
"3084";3084;2,39;3,95;3,89;3,41;3,88;3,17;NA
"3085";3085;2,39;3,95;3,89;3,41;3,88;3,17;NA
"3086";3086;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3087";3087;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3088";3088;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3089";3089;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3090";3090;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3091";3091;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3092";3092;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3093";3093;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3094";3094;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3095";3095;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3096";3096;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3097";3097;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3098";3098;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3099";3099;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3100";3100;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3101";3101;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3102";3102;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3103";3103;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3104";3104;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3105";3105;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3106";3106;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3107";3107;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3108";3108;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3109";3109;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3110";3110;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3111";3111;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3112";3112;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3113";3113;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3114";3114;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3115";3115;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3116";3116;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3117";3117;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3118";3118;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3119";3119;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3120";3120;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3121";3121;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3122";3122;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3123";3123;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3124";3124;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3125";3125;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3126";3126;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3127";3127;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3128";3128;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3129";3129;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3130";3130;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3131";3131;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3132";3132;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3133";3133;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3134";3134;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3135";3135;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3136";3136;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3137";3137;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3138";3138;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3139";3139;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3140";3140;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3141";3141;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3142";3142;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3143";3143;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3144";3144;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3145";3145;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3146";3146;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3147";3147;2,39;3,95;3,9;3,41;3,88;3,17;NA
"3148";3148;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3149";3149;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3150";3150;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3151";3151;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3152";3152;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3153";3153;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3154";3154;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3155";3155;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3156";3156;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3157";3157;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3158";3158;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3159";3159;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3160";3160;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3161";3161;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3162";3162;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3163";3163;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3164";3164;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3165";3165;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3166";3166;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3167";3167;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3168";3168;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3169";3169;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3170";3170;2,39;3,95;3,9;3,4;3,88;3,17;NA
"3171";3171;2,4;3,95;3,9;3,4;3,88;3,17;NA
"3172";3172;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3173";3173;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3174";3174;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3175";3175;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3176";3176;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3177";3177;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3178";3178;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3179";3179;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3180";3180;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3181";3181;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3182";3182;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3183";3183;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3184";3184;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3185";3185;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3186";3186;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3187";3187;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3188";3188;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3189";3189;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3190";3190;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3191";3191;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3192";3192;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3193";3193;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3194";3194;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3195";3195;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3196";3196;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3197";3197;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3198";3198;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3199";3199;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3200";3200;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3201";3201;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3202";3202;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3203";3203;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3204";3204;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3205";3205;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3206";3206;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3207";3207;2,4;3,95;3,9;3,4;3,9;3,17;NA
"3208";3208;2,4;3,95;3,9;3,39;3,9;3,17;NA
"3209";3209;2,4;3,95;3,9;3,39;3,9;3,17;NA
"3210";3210;2,4;3,95;3,9;3,39;3,9;3,17;NA
"3211";3211;2,4;3,95;3,9;3,39;3,9;3,17;NA
"3212";3212;2,4;3,95;3,9;3,39;3,9;3,17;NA
"3213";3213;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3214";3214;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3215";3215;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3216";3216;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3217";3217;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3218";3218;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3219";3219;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3220";3220;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3221";3221;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3222";3222;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3223";3223;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3224";3224;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3225";3225;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3226";3226;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3227";3227;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3228";3228;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3229";3229;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3230";3230;2,4;3,95;3,9;3,38;3,9;3,17;NA
"3231";3231;2,4;3,95;3,91;3,38;3,9;3,17;NA
"3232";3232;2,4;3,95;3,91;3,38;3,9;3,17;NA
"3233";3233;2,4;3,95;3,91;3,38;3,9;3,17;NA
"3234";3234;2,4;3,95;3,91;3,38;3,9;3,17;NA
"3235";3235;2,4;3,95;3,91;3,38;3,9;3,17;NA
"3236";3236;2,4;3,95;3,91;3,38;3,9;3,17;NA
"3237";3237;2,4;3,95;3,91;3,39;3,9;3,17;NA
"3238";3238;2,4;3,95;3,91;3,39;3,9;3,17;NA
"3239";3239;2,4;3,95;3,91;3,39;3,9;3,17;NA
"3240";3240;2,4;3,95;3,91;3,39;3,9;3,17;NA
"3241";3241;2,4;3,95;3,91;3,39;3,9;3,17;NA
"3242";3242;2,4;3,95;3,91;3,39;3,9;3,17;NA
"3243";3243;2,41;3,95;3,91;3,39;3,9;3,17;NA
"3244";3244;2,41;3,95;3,91;3,39;3,9;3,17;NA
"3245";3245;2,41;3,95;3,91;3,39;3,9;3,17;NA
"3246";3246;2,41;3,95;3,91;3,39;3,9;3,17;NA
"3247";3247;2,41;3,95;3,91;3,39;3,9;3,17;NA
"3248";3248;2,41;3,95;3,91;3,39;3,9;3,17;NA
"3249";3249;2,41;3,95;3,91;3,39;3,9;3,17;NA
"3250";3250;2,41;3,95;3,91;3,39;3,9;3,17;NA
"3251";3251;2,41;3,95;3,91;3,39;3,9;3,17;NA
"3252";3252;2,41;3,95;3,91;3,39;3,9;3,17;NA
"3253";3253;2,41;3,95;3,91;3,4;3,9;3,17;NA
"3254";3254;2,42;3,95;3,91;3,4;3,9;3,17;NA
"3255";3255;2,42;3,95;3,91;3,4;3,9;3,17;NA
"3256";3256;2,42;3,95;3,91;3,4;3,9;3,17;NA
"3257";3257;2,42;3,95;3,91;3,4;3,9;3,17;NA
"3258";3258;2,42;3,95;3,91;3,4;3,9;3,17;NA
"3259";3259;2,42;3,95;3,91;3,4;3,9;3,18;NA
"3260";3260;2,42;3,95;3,91;3,4;3,9;3,18;NA
"3261";3261;2,42;3,95;3,91;3,4;3,9;3,18;NA
"3262";3262;2,42;3,95;3,91;3,4;3,9;3,18;NA
"3263";3263;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3264";3264;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3265";3265;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3266";3266;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3267";3267;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3268";3268;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3269";3269;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3270";3270;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3271";3271;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3272";3272;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3273";3273;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3274";3274;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3275";3275;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3276";3276;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3277";3277;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3278";3278;2,42;3,95;3,91;3,38;3,9;3,18;NA
"3279";3279;2,42;3,95;3,91;3,38;3,9;3,18;NA
"3280";3280;2,42;3,95;3,91;3,38;3,9;3,18;NA
"3281";3281;2,42;3,95;3,91;3,38;3,9;3,18;NA
"3282";3282;2,42;3,95;3,91;3,38;3,9;3,18;NA
"3283";3283;2,42;3,95;3,91;3,38;3,9;3,18;NA
"3284";3284;2,42;3,95;3,91;3,38;3,9;3,18;NA
"3285";3285;2,42;3,95;3,91;3,38;3,9;3,18;NA
"3286";3286;2,42;3,95;3,91;3,38;3,9;3,18;NA
"3287";3287;2,42;3,95;3,91;3,38;3,9;3,18;NA
"3288";3288;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3289";3289;2,42;3,95;3,91;3,39;3,9;3,18;NA
"3290";3290;2,43;3,95;3,91;3,39;3,9;3,18;NA
"3291";3291;2,43;3,95;3,91;3,39;3,9;3,18;NA
"3292";3292;2,43;3,95;3,91;3,39;3,9;3,18;NA
"3293";3293;2,44;3,95;3,91;3,39;3,9;3,18;NA
"3294";3294;2,43;3,95;3,91;3,39;3,9;3,18;NA
"3295";3295;2,43;3,95;3,91;3,39;3,9;3,18;NA
"3296";3296;2,43;3,95;3,91;3,39;3,9;3,18;NA
"3297";3297;2,43;3,95;3,91;3,39;3,9;3,18;NA
"3298";3298;2,43;3,95;3,91;3,39;3,9;3,18;NA
"3299";3299;2,43;3,95;3,91;3,39;3,9;3,18;NA
"3300";3300;2,43;3,95;3,91;3,39;3,9;3,18;NA
"3301";3301;2,43;3,95;3,91;3,38;3,9;3,18;NA
"3302";3302;2,43;3,95;3,91;3,38;3,9;3,18;NA
"3303";3303;2,43;3,95;3,91;3,38;3,9;3,18;NA
"3304";3304;2,43;3,95;3,91;3,38;3,9;3,18;NA
"3305";3305;2,43;3,95;3,91;3,38;3,9;3,18;NA
"3306";3306;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3307";3307;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3308";3308;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3309";3309;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3310";3310;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3311";3311;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3312";3312;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3313";3313;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3314";3314;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3315";3315;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3316";3316;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3317";3317;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3318";3318;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3319";3319;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3320";3320;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3321";3321;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3322";3322;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3323";3323;2,43;3,95;3,91;3,37;3,9;3,18;NA
"3324";3324;2,43;3,95;3,92;3,37;3,9;3,18;NA
"3325";3325;2,43;3,95;3,92;3,37;3,9;3,18;NA
"3326";3326;2,43;3,95;3,92;3,37;3,9;3,18;NA
"3327";3327;2,43;3,95;3,92;3,37;3,9;3,18;NA
"3328";3328;2,43;3,95;3,92;3,38;3,9;3,18;NA
"3329";3329;2,43;3,95;3,92;3,38;3,9;3,18;NA
"3330";3330;2,43;3,95;3,92;3,38;3,9;3,18;NA
"3331";3331;2,43;3,95;3,92;3,38;3,9;3,18;NA
"3332";3332;2,43;3,95;3,92;3,38;3,9;3,18;NA
"3333";3333;2,43;3,95;3,92;3,38;3,9;3,18;NA
"3334";3334;2,44;3,95;3,92;3,38;3,9;3,18;NA
"3335";3335;2,44;3,95;3,92;3,38;3,9;3,18;NA
"3336";3336;2,44;3,95;3,92;3,38;3,9;3,18;NA
"3337";3337;2,44;3,95;3,92;3,38;3,9;3,18;NA
"3338";3338;2,44;3,95;3,92;3,38;3,9;3,18;NA
"3339";3339;2,44;3,95;3,92;3,38;3,9;3,18;NA
"3340";3340;2,44;3,95;3,92;3,38;3,9;3,18;NA
"3341";3341;2,44;3,95;3,92;3,38;3,9;3,18;NA
"3342";3342;2,44;3,95;3,92;3,38;3,9;3,18;NA
"3343";3343;2,44;3,95;3,92;3,38;3,9;3,18;NA
"3344";3344;2,44;3,95;3,92;3,38;3,9;3,18;NA
"3345";3345;2,45;3,95;3,92;3,38;3,9;3,18;NA
"3346";3346;2,45;3,95;3,92;3,38;3,9;3,18;NA
"3347";3347;2,45;3,95;3,92;3,38;3,9;3,18;NA
"3348";3348;2,45;3,95;3,92;3,38;3,9;3,18;NA
"3349";3349;2,45;3,95;3,92;3,39;3,9;3,18;NA
"3350";3350;2,45;3,95;3,92;3,39;3,9;3,18;NA
"3351";3351;2,45;3,95;3,92;3,39;3,9;3,18;NA
"3352";3352;2,45;3,95;3,92;3,39;3,9;3,18;NA
"3353";3353;2,45;3,95;3,92;3,39;3,9;3,18;NA
"3354";3354;2,46;3,95;3,92;3,39;3,9;3,18;NA
"3355";3355;2,46;3,95;3,92;3,39;3,9;3,18;NA
"3356";3356;2,46;3,95;3,92;3,39;3,9;3,18;NA
"3357";3357;2,46;3,95;3,92;3,39;3,9;3,18;NA
"3358";3358;2,46;3,95;3,92;3,39;3,9;3,18;NA
"3359";3359;2,46;3,95;3,92;3,39;3,9;3,18;NA
"3360";3360;2,46;3,95;3,92;3,39;3,9;3,18;NA
"3361";3361;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3362";3362;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3363";3363;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3364";3364;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3365";3365;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3366";3366;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3367";3367;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3368";3368;2,45;3,95;3,92;3,39;3,9;3,19;NA
"3369";3369;2,45;3,95;3,92;3,39;3,9;3,19;NA
"3370";3370;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3371";3371;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3372";3372;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3373";3373;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3374";3374;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3375";3375;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3376";3376;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3377";3377;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3378";3378;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3379";3379;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3380";3380;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3381";3381;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3382";3382;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3383";3383;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3384";3384;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3385";3385;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3386";3386;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3387";3387;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3388";3388;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3389";3389;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3390";3390;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3391";3391;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3392";3392;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3393";3393;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3394";3394;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3395";3395;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3396";3396;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3397";3397;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3398";3398;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3399";3399;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3400";3400;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3401";3401;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3402";3402;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3403";3403;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3404";3404;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3405";3405;2,46;3,95;3,92;3,39;3,9;3,2;NA
"3406";3406;2,46;3,95;3,92;3,39;3,9;3,2;NA
"3407";3407;2,46;3,95;3,92;3,39;3,9;3,2;NA
"3408";3408;2,46;3,95;3,92;3,39;3,9;3,2;NA
"3409";3409;2,46;3,95;3,92;3,39;3,9;3,2;NA
"3410";3410;2,46;3,95;3,92;3,39;3,9;3,2;NA
"3411";3411;2,46;3,95;3,92;3,39;3,9;3,2;NA
"3412";3412;2,46;3,95;3,92;3,39;3,9;3,2;NA
"3413";3413;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3414";3414;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3415";3415;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3416";3416;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3417";3417;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3418";3418;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3419";3419;2,46;3,95;3,92;3,39;3,9;3,19;NA
"3420";3420;2,47;3,95;3,92;3,39;3,9;3,19;NA
"3421";3421;2,47;3,95;3,92;3,39;3,9;3,19;NA
"3422";3422;2,47;3,95;3,92;3,39;3,9;3,19;NA
"3423";3423;2,47;3,95;3,92;3,39;3,9;3,19;NA
"3424";3424;2,47;3,95;3,92;3,39;3,9;3,19;NA
"3425";3425;2,47;3,95;3,92;3,39;3,9;3,19;NA
"3426";3426;2,47;3,95;3,92;3,39;3,9;3,19;NA
"3427";3427;2,47;3,95;3,92;3,39;3,9;3,19;NA
"3428";3428;2,47;3,95;3,92;3,39;3,9;3,19;NA
"3429";3429;2,47;3,95;3,92;3,39;3,9;3,19;NA
"3430";3430;2,47;3,95;3,92;3,39;3,9;3,19;NA
"3431";3431;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3432";3432;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3433";3433;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3434";3434;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3435";3435;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3436";3436;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3437";3437;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3438";3438;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3439";3439;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3440";3440;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3441";3441;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3442";3442;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3443";3443;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3444";3444;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3445";3445;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3446";3446;2,47;3,95;3,92;3,4;3,9;3,19;NA
"3447";3447;2,47;3,95;3,92;3,4;3,9;3,19;NA
