"";"x";"governance_index";"innovation_index";"leadership_index";"citizenship_index";"performance_index";"productsservices_index";"workplace_index"
"1706";1706;2,77;4,06;3,71;3,46;3,92;2,96;NA
"1707";1707;2,77;4,06;3,71;3,46;3,92;2,96;NA
"1708";1708;2,77;4,06;3,71;3,46;3,92;2,96;NA
"1709";1709;2,76;4,06;3,71;3,46;3,92;2,96;NA
"1710";1710;2,76;4,06;3,71;3,46;3,92;2,96;NA
"1711";1711;2,76;4,06;3,71;3,46;3,92;2,96;NA
"1712";1712;2,75;4,06;3,71;3,46;3,92;2,96;NA
"1713";1713;2,75;4,06;3,71;3,46;3,92;2,96;NA
"1714";1714;2,75;4,06;3,71;3,46;3,92;2,96;NA
"1715";1715;2,75;4,06;3,71;3,46;3,92;2,96;NA
"1716";1716;2,74;4,06;3,71;3,46;3,92;2,96;NA
"1717";1717;2,74;4,06;3,71;3,46;3,92;2,96;NA
"1718";1718;2,74;4,06;3,71;3,46;3,92;2,96;NA
"1719";1719;2,73;4,06;3,71;3,46;3,92;2,96;NA
"1720";1720;2,73;4,06;3,71;3,46;3,92;2,96;NA
"1721";1721;2,73;4,06;3,71;3,46;3,92;2,96;NA
"1722";1722;2,73;4,06;3,71;3,46;3,92;2,96;NA
"1723";1723;2,73;4,06;3,71;3,46;3,92;2,96;NA
"1724";1724;2,73;4,06;3,71;3,46;3,92;2,96;NA
"1725";1725;2,73;4,06;3,71;3,46;3,92;2,96;NA
"1726";1726;2,72;4,06;3,71;3,46;3,92;2,96;NA
"1727";1727;2,71;4,06;3,71;3,46;3,92;2,96;NA
"1728";1728;2,71;4,06;3,71;3,46;3,92;2,96;NA
"1729";1729;2,7;4,06;3,71;3,46;3,92;2,96;NA
"1730";1730;2,7;4,06;3,71;3,46;3,92;2,96;NA
"1731";1731;2,69;4,06;3,71;3,46;3,92;2,96;NA
"1732";1732;2,69;4,06;3,71;3,46;3,92;2,96;NA
"1733";1733;2,68;4,06;3,71;3,46;3,92;2,96;NA
"1734";1734;2,68;4,06;3,71;3,46;3,92;2,96;NA
"1735";1735;2,68;4,06;3,71;3,46;3,92;2,96;NA
"1736";1736;2,67;4,06;3,71;3,46;3,92;2,96;NA
"1737";1737;2,67;4,06;3,71;3,46;3,92;2,96;NA
"1738";1738;2,67;4,06;3,71;3,49;3,92;2,96;NA
"1739";1739;2,67;4,06;3,71;3,51;3,92;2,96;NA
"1740";1740;2,67;4,06;3,71;3,51;3,92;2,96;NA
"1741";1741;2,67;4,06;3,71;3,51;3,92;2,96;NA
"1742";1742;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1743";1743;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1744";1744;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1745";1745;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1746";1746;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1747";1747;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1748";1748;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1749";1749;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1750";1750;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1751";1751;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1752";1752;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1753";1753;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1754";1754;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1755";1755;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1756";1756;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1757";1757;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1758";1758;2,66;4,06;3,71;3,51;3,92;2,96;NA
"1759";1759;2,65;4,06;3,71;3,51;3,92;2,96;NA
"1760";1760;2,65;4,06;3,71;3,51;3,92;2,96;NA
"1761";1761;2,65;4,06;3,71;3,51;3,92;2,96;NA
"1762";1762;2,65;4,06;3,71;3,51;3,92;2,96;NA
"1763";1763;2,65;4,06;3,71;3,51;3,92;2,96;NA
"1764";1764;2,65;4,06;3,71;3,51;3,92;2,96;NA
"1765";1765;2,64;4,06;3,71;3,51;3,92;2,96;NA
"1766";1766;2,64;4,06;3,71;3,51;3,92;2,96;NA
"1767";1767;2,64;4,06;3,71;3,51;3,92;2,96;NA
"1768";1768;2,64;4,06;3,71;3,51;3,92;2,96;NA
"1769";1769;2,64;4,06;3,71;3,51;3,92;2,96;NA
"1770";1770;2,63;4,06;3,71;3,51;3,92;2,96;NA
"1771";1771;2,63;4,06;3,71;3,51;3,92;2,96;NA
"1772";1772;2,63;4,06;3,71;3,51;3,92;2,96;NA
"1773";1773;2,63;4,06;3,71;3,51;3,92;2,96;NA
"1774";1774;2,63;4,06;3,72;3,51;3,92;2,96;NA
"1775";1775;2,63;4,06;3,72;3,51;3,92;2,96;NA
"1776";1776;2,63;4,06;3,72;3,51;3,92;2,94;NA
"1777";1777;2,63;4,06;3,72;3,51;3,92;2,94;NA
"1778";1778;2,63;4,06;3,72;3,51;3,92;2,94;NA
"1779";1779;2,63;4,06;3,72;3,51;3,92;2,94;NA
"1780";1780;2,63;4,06;3,72;3,51;3,92;2,94;NA
"1781";1781;2,62;4,06;3,72;3,51;3,92;2,94;NA
"1782";1782;2,62;4,06;3,72;3,51;3,92;2,95;NA
"1783";1783;2,62;4,06;3,72;3,51;3,92;2,95;NA
"1784";1784;2,62;4,06;3,72;3,51;3,92;2,95;NA
"1785";1785;2,62;4,06;3,72;3,51;3,92;2,95;NA
"1786";1786;2,62;4,06;3,72;3,51;3,92;2,95;NA
"1787";1787;2,62;4,06;3,72;3,51;3,92;2,95;NA
"1788";1788;2,62;4,06;3,72;3,51;3,94;2,95;NA
"1789";1789;2,61;4,06;3,72;3,51;3,94;2,95;NA
"1790";1790;2,61;4,06;3,72;3,51;3,94;2,95;NA
"1791";1791;2,61;4,06;3,72;3,51;3,94;2,95;NA
"1792";1792;2,61;4,06;3,72;3,51;3,94;2,95;NA
"1793";1793;2,61;4,06;3,72;3,51;3,94;2,95;NA
"1794";1794;2,61;4,06;3,72;3,51;3,94;2,95;NA
"1795";1795;2,61;4,06;3,72;3,51;3,94;2,95;NA
"1796";1796;2,61;4,06;3,72;3,51;3,94;2,95;NA
"1797";1797;2,61;4,06;3,72;3,51;3,94;2,95;NA
"1798";1798;2,6;4,06;3,72;3,51;3,94;2,95;NA
"1799";1799;2,6;4,06;3,72;3,51;3,94;2,95;NA
"1800";1800;2,59;4,06;3,72;3,51;3,94;2,95;NA
"1801";1801;2,59;4,06;3,72;3,51;3,94;2,95;NA
"1802";1802;2,59;4,06;3,72;3,51;3,94;2,95;NA
"1803";1803;2,58;4,06;3,72;3,51;3,94;2,95;NA
"1804";1804;2,58;4,06;3,72;3,51;3,94;2,95;NA
"1805";1805;2,58;4,06;3,72;3,51;3,94;2,95;NA
"1806";1806;2,58;4,06;3,72;3,51;3,94;2,95;NA
"1807";1807;2,58;4,06;3,72;3,51;3,94;2,95;NA
"1808";1808;2,58;4,06;3,72;3,53;3,94;2,95;NA
"1809";1809;2,58;4,06;3,72;3,55;3,94;2,95;NA
"1810";1810;2,58;4,06;3,72;3,55;3,94;2,95;NA
"1811";1811;2,57;4,06;3,72;3,55;3,94;2,95;NA
"1812";1812;2,57;4,06;3,72;3,55;3,94;2,95;NA
"1813";1813;2,57;4,06;3,72;3,55;3,94;2,95;NA
"1814";1814;2,57;4,06;3,72;3,55;3,94;2,95;NA
"1815";1815;2,57;4,06;3,72;3,55;3,94;2,95;NA
"1816";1816;2,57;4,06;3,72;3,55;3,94;2,95;NA
"1817";1817;2,57;4,06;3,72;3,55;3,94;2,95;NA
"1818";1818;2,57;4,06;3,72;3,55;3,94;2,95;NA
"1819";1819;2,57;4,06;3,72;3,55;3,94;2,95;NA
"1820";1820;2,57;4,06;3,72;3,55;3,94;2,95;NA
"1821";1821;2,57;4,06;3,72;3,55;3,94;2,95;NA
"1822";1822;2,57;4,06;3,72;3,55;3,94;2,95;NA
"1823";1823;2,57;4,06;3,72;3,55;3,94;2,95;NA
"1824";1824;2,56;4,06;3,72;3,55;3,94;2,95;NA
"1825";1825;2,56;4,06;3,72;3,55;3,94;2,95;NA
"1826";1826;2,56;4,06;3,72;3,55;3,94;2,95;NA
"1827";1827;2,56;4,06;3,72;3,55;3,94;2,95;NA
"1828";1828;2,56;4,06;3,72;3,55;3,94;2,95;NA
"1829";1829;2,56;4,06;3,72;3,55;3,94;2,95;NA
"1830";1830;2,56;4,06;3,72;3,55;3,94;2,95;NA
"1831";1831;2,56;4,06;3,72;3,55;3,94;2,95;NA
"1832";1832;2,56;4,06;3,72;3,55;3,94;2,95;NA
"1833";1833;2,56;4,06;3,72;3,55;3,94;2,95;NA
"1834";1834;2,56;4,06;3,72;3,55;3,94;2,95;NA
"1835";1835;2,56;4,06;3,72;3,55;3,94;2,95;NA
"1836";1836;2,55;4,06;3,72;3,55;3,94;2,95;NA
"1837";1837;2,55;4,06;3,72;3,55;3,94;2,95;NA
"1838";1838;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1839";1839;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1840";1840;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1841";1841;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1842";1842;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1843";1843;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1844";1844;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1845";1845;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1846";1846;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1847";1847;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1848";1848;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1849";1849;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1850";1850;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1851";1851;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1852";1852;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1853";1853;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1854";1854;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1855";1855;2,55;4,06;3,72;3,55;3,9;2,95;NA
"1856";1856;2,55;4,06;3,72;3,55;3,92;2,95;NA
"1857";1857;2,55;4,06;3,72;3,55;3,92;2,95;NA
"1858";1858;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1859";1859;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1860";1860;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1861";1861;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1862";1862;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1863";1863;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1864";1864;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1865";1865;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1866";1866;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1867";1867;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1868";1868;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1869";1869;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1870";1870;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1871";1871;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1872";1872;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1873";1873;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1874";1874;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1875";1875;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1876";1876;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1877";1877;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1878";1878;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1879";1879;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1880";1880;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1881";1881;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1882";1882;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1883";1883;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1884";1884;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1885";1885;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1886";1886;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1887";1887;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1888";1888;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1889";1889;2,55;4,06;3,72;3,55;3,92;2,96;NA
"1890";1890;2,54;4,06;3,72;3,55;3,92;2,96;NA
"1891";1891;2,54;4,06;3,72;3,55;3,92;2,96;NA
"1892";1892;2,54;4,06;3,72;3,55;3,92;2,96;NA
"1893";1893;2,54;4,06;3,72;3,55;3,92;2,96;NA
"1894";1894;2,54;4;3,72;3,55;3,92;2,96;NA
"1895";1895;2,54;4;3,72;3,55;3,92;2,96;NA
"1896";1896;2,54;4;3,72;3,55;3,92;2,96;NA
"1897";1897;2,54;4;3,72;3,55;3,92;2,96;NA
"1898";1898;2,53;4;3,72;3,55;3,92;2,96;NA
"1899";1899;2,53;4;3,72;3,55;3,92;2,96;NA
"1900";1900;2,53;4;3,72;3,55;3,89;2,96;NA
"1901";1901;2,53;4;3,72;3,55;3,89;2,96;NA
"1902";1902;2,53;4;3,72;3,55;3,89;2,96;NA
"1903";1903;2,53;4;3,72;3,55;3,89;2,96;NA
"1904";1904;2,53;4;3,72;3,55;3,89;2,96;NA
"1905";1905;2,53;4;3,72;3,55;3,89;2,96;NA
"1906";1906;2,53;4;3,72;3,55;3,89;2,96;NA
"1907";1907;2,53;4;3,72;3,55;3,89;2,96;NA
"1908";1908;2,53;4;3,72;3,55;3,89;2,96;NA
"1909";1909;2,53;4;3,72;3,55;3,89;2,96;NA
"1910";1910;2,53;4;3,72;3,55;3,89;2,96;NA
"1911";1911;2,53;4;3,72;3,55;3,89;2,96;NA
"1912";1912;2,53;4;3,72;3,55;3,89;2,96;NA
"1913";1913;2,53;4;3,72;3,55;3,89;2,96;NA
"1914";1914;2,53;4;3,72;3,55;3,89;2,96;NA
"1915";1915;2,53;4;3,72;3,55;3,89;2,96;NA
"1916";1916;2,53;4;3,72;3,55;3,89;2,96;NA
"1917";1917;2,53;4;3,72;3,55;3,89;2,96;NA
"1918";1918;2,53;4;3,72;3,55;3,91;2,96;NA
"1919";1919;2,53;4;3,72;3,55;3,91;2,96;NA
"1920";1920;2,53;4;3,72;3,55;3,91;2,96;NA
"1921";1921;2,53;4;3,72;3,55;3,91;2,96;NA
"1922";1922;2,53;4;3,72;3,55;3,91;2,96;NA
"1923";1923;2,53;4;3,72;3,55;3,91;2,96;NA
"1924";1924;2,53;4;3,72;3,55;3,91;2,96;NA
"1925";1925;2,53;4;3,72;3,55;3,91;2,96;NA
"1926";1926;2,53;4;3,72;3,55;3,91;2,96;NA
"1927";1927;2,53;4;3,72;3,55;3,91;2,96;NA
"1928";1928;2,53;4;3,72;3,55;3,91;2,95;NA
"1929";1929;2,53;4;3,72;3,55;3,91;2,95;NA
"1930";1930;2,53;4;3,72;3,55;3,91;2,95;NA
"1931";1931;2,52;4;3,72;3,55;3,91;2,95;NA
"1932";1932;2,52;4;3,72;3,55;3,91;2,95;NA
"1933";1933;2,52;4;3,72;3,55;3,91;2,95;NA
"1934";1934;2,52;4;3,72;3,55;3,91;2,95;NA
"1935";1935;2,52;4;3,72;3,55;3,91;2,95;NA
"1936";1936;2,52;4;3,72;3,55;3,91;2,95;NA
"1937";1937;2,52;4;3,72;3,55;3,91;2,95;NA
"1938";1938;2,52;4;3,72;3,55;3,91;2,95;NA
"1939";1939;2,52;4;3,72;3,55;3,91;2,95;NA
"1940";1940;2,52;4;3,72;3,55;3,91;2,95;NA
"1941";1941;2,52;4;3,72;3,55;3,91;2,95;NA
"1942";1942;2,52;4;3,72;3,55;3,91;2,95;NA
"1943";1943;2,52;4;3,72;3,55;3,91;2,95;NA
"1944";1944;2,52;4;3,72;3,55;3,91;2,95;NA
"1945";1945;2,52;4;3,72;3,55;3,91;2,95;NA
"1946";1946;2,52;4;3,72;3,55;3,91;2,95;NA
"1947";1947;2,52;4;3,72;3,55;3,91;2,95;NA
"1948";1948;2,52;4;3,72;3,55;3,91;2,95;NA
"1949";1949;2,52;4;3,72;3,55;3,91;2,95;NA
"1950";1950;2,52;4;3,72;3,55;3,91;2,95;NA
"1951";1951;2,52;4;3,72;3,55;3,91;2,95;NA
"1952";1952;2,52;4;3,72;3,55;3,91;2,95;NA
"1953";1953;2,51;4;3,72;3,55;3,91;2,95;NA
"1954";1954;2,51;4;3,72;3,55;3,91;2,95;NA
"1955";1955;2,51;4;3,72;3,55;3,91;2,96;NA
"1956";1956;2,51;4;3,72;3,55;3,91;2,96;NA
"1957";1957;2,51;4;3,72;3,55;3,91;2,96;NA
"1958";1958;2,51;4;3,72;3,55;3,91;2,96;NA
"1959";1959;2,51;4;3,71;3,55;3,91;2,96;NA
"1960";1960;2,51;4;3,71;3,55;3,91;2,96;NA
"1961";1961;2,51;4;3,71;3,55;3,91;2,96;NA
"1962";1962;2,51;4;3,71;3,55;3,91;2,96;NA
"1963";1963;2,51;4;3,7;3,55;3,91;2,96;NA
"1964";1964;2,51;4;3,7;3,55;3,91;2,96;NA
"1965";1965;2,51;4;3,7;3,55;3,91;2,96;NA
"1966";1966;2,51;4;3,7;3,56;3,91;2,96;NA
"1967";1967;2,51;4;3,7;3,56;3,91;2,96;NA
"1968";1968;2,51;4;3,7;3,56;3,91;2,96;NA
"1969";1969;2,51;4;3,7;3,56;3,91;2,96;NA
"1970";1970;2,51;4;3,7;3,56;3,91;2,96;NA
"1971";1971;2,51;4;3,7;3,55;3,91;2,96;NA
"1972";1972;2,51;4;3,7;3,54;3,91;2,96;NA
"1973";1973;2,51;4;3,7;3,54;3,91;2,96;NA
"1974";1974;2,52;4;3,7;3,54;3,91;2,96;NA
"1975";1975;2,52;4;3,7;3,54;3,91;2,95;NA
"1976";1976;2,52;4;3,7;3,54;3,91;2,95;NA
"1977";1977;2,52;4;3,7;3,54;3,91;2,95;NA
"1978";1978;2,52;4;3,7;3,55;3,91;2,95;NA
"1979";1979;2,52;4;3,7;3,55;3,91;2,95;NA
"1980";1980;2,52;4;3,7;3,54;3,91;2,95;NA
"1981";1981;2,52;4;3,7;3,54;3,91;2,95;NA
"1982";1982;2,53;4;3,7;3,54;3,91;2,95;NA
"1983";1983;2,53;4;3,7;3,54;3,91;2,95;NA
"1984";1984;2,53;4;3,7;3,54;3,91;2,95;NA
"1985";1985;2,53;4;3,7;3,54;3,91;2,95;NA
"1986";1986;2,53;4;3,7;3,55;3,91;2,95;NA
"1987";1987;2,53;4;3,7;3,55;3,91;2,95;NA
"1988";1988;2,53;4;3,7;3,56;3,91;2,95;NA
"1989";1989;2,53;3,95;3,7;3,56;3,91;2,95;NA
"1990";1990;2,53;3,95;3,7;3,56;3,91;2,95;NA
"1991";1991;2,53;3,95;3,7;3,56;3,91;2,95;NA
"1992";1992;2,53;3,95;3,7;3,56;3,91;2,95;NA
"1993";1993;2,53;3,95;3,7;3,56;3,91;2,95;NA
"1994";1994;2,53;3,95;3,71;3,56;3,91;2,95;NA
"1995";1995;2,53;3,95;3,71;3,56;3,91;2,95;NA
"1996";1996;2,53;3,95;3,71;3,56;3,91;2,96;NA
"1997";1997;2,53;3,95;3,71;3,56;3,91;2,96;NA
"1998";1998;2,53;3,96;3,71;3,56;3,91;2,96;NA
"1999";1999;2,53;3,96;3,71;3,56;3,91;2,96;NA
"2000";2000;2,53;3,96;3,71;3,56;3,91;2,96;NA
"2001";2001;2,53;3,96;3,71;3,56;3,91;2,96;NA
"2002";2002;2,53;3,96;3,71;3,56;3,91;2,96;NA
"2003";2003;2,53;3,96;3,71;3,56;3,91;2,97;NA
"2004";2004;2,53;3,96;3,71;3,56;3,91;2,97;NA
"2005";2005;2,53;3,96;3,71;3,56;3,91;2,97;NA
"2006";2006;2,53;3,96;3,71;3,56;3,91;2,97;NA
"2007";2007;2,53;3,96;3,71;3,56;3,91;2,97;NA
"2008";2008;2,53;3,96;3,71;3,56;3,91;2,97;NA
"2009";2009;2,53;3,96;3,71;3,56;3,91;2,97;NA
"2010";2010;2,53;3,96;3,71;3,58;3,91;2,97;NA
"2011";2011;2,53;3,96;3,71;3,59;3,91;2,97;NA
"2012";2012;2,53;3,96;3,71;3,59;3,91;2,98;NA
"2013";2013;2,53;3,96;3,71;3,59;3,91;2,98;NA
"2014";2014;2,53;3,96;3,71;3,59;3,91;2,98;NA
"2015";2015;2,53;3,96;3,71;3,59;3,91;2,98;NA
"2016";2016;2,53;3,96;3,71;3,59;3,91;2,98;NA
"2017";2017;2,53;3,96;3,71;3,59;3,91;2,98;NA
"2018";2018;2,53;3,96;3,71;3,59;3,93;2,98;NA
"2019";2019;2,53;3,96;3,71;3,59;3,93;2,98;NA
"2020";2020;2,53;3,96;3,71;3,59;3,93;2,98;NA
"2021";2021;2,53;3,96;3,71;3,59;3,95;2,98;NA
"2022";2022;2,53;3,96;3,71;3,59;3,95;2,98;NA
"2023";2023;2,53;3,96;3,71;3,59;3,95;2,98;NA
"2024";2024;2,53;3,96;3,71;3,59;3,95;2,98;NA
"2025";2025;2,53;3,96;3,71;3,59;3,95;2,98;NA
"2026";2026;2,53;3,96;3,71;3,59;3,95;2,98;NA
"2027";2027;2,53;3,96;3,71;3,59;3,95;2,98;NA
"2028";2028;2,53;3,96;3,71;3,61;3,95;2,98;NA
"2029";2029;2,53;3,96;3,71;3,61;3,95;2,98;NA
"2030";2030;2,53;3,96;3,71;3,61;3,95;2,98;NA
"2031";2031;2,52;3,96;3,71;3,61;3,95;2,98;NA
"2032";2032;2,52;3,96;3,71;3,61;3,95;2,98;NA
"2033";2033;2,52;3,96;3,71;3,61;3,95;2,98;NA
"2034";2034;2,52;3,96;3,71;3,61;3,95;2,98;NA
"2035";2035;2,52;3,96;3,71;3,61;3,95;2,99;NA
"2036";2036;2,52;3,96;3,71;3,61;3,95;2,99;NA
"2037";2037;2,52;3,96;3,71;3,61;3,95;2,99;NA
"2038";2038;2,52;3,96;3,71;3,61;3,95;3;NA
"2039";2039;2,52;3,96;3,71;3,61;3,95;3;NA
"2040";2040;2,52;3,96;3,71;3,62;3,95;3;NA
"2041";2041;2,53;3,96;3,71;3,62;3,95;3;NA
"2042";2042;2,53;3,96;3,71;3,62;3,95;3,01;NA
"2043";2043;2,53;3,96;3,71;3,62;3,95;3,01;NA
"2044";2044;2,53;3,96;3,71;3,62;3,95;3,01;NA
"2045";2045;2,53;3,96;3,71;3,62;3,95;3,02;NA
"2046";2046;2,54;3,96;3,71;3,62;3,95;3,02;NA
"2047";2047;2,54;3,96;3,71;3,62;3,95;3,02;NA
"2048";2048;2,54;3,96;3,71;3,62;3,95;3,02;NA
"2049";2049;2,53;3,96;3,71;3,62;3,95;3,02;NA
"2050";2050;2,53;3,96;3,71;3,62;3,95;3,02;NA
"2051";2051;2,53;3,96;3,71;3,62;3,95;3,02;NA
"2052";2052;2,53;3,96;3,71;3,62;3,95;3,02;NA
"2053";2053;2,53;3,96;3,71;3,62;3,95;3,02;NA
"2054";2054;2,53;3,96;3,71;3,62;3,95;3,02;NA
"2055";2055;2,53;3,96;3,71;3,62;3,95;3,03;NA
"2056";2056;2,53;3,96;3,71;3,62;3,95;3,03;NA
"2057";2057;2,53;3,96;3,71;3,62;3,95;3,04;NA
"2058";2058;2,53;3,96;3,71;3,62;3,95;3,04;NA
"2059";2059;2,53;3,96;3,71;3,62;3,95;3,04;NA
"2060";2060;2,53;3,96;3,71;3,62;3,95;3,05;NA
"2061";2061;2,53;3,96;3,71;3,62;3,95;3,05;NA
"2062";2062;2,53;3,96;3,71;3,62;3,95;3,06;NA
"2063";2063;2,53;3,96;3,71;3,62;3,95;3,06;NA
"2064";2064;2,53;3,96;3,71;3,62;3,93;3,06;NA
"2065";2065;2,53;3,96;3,71;3,62;3,93;3,06;NA
"2066";2066;2,53;3,96;3,71;3,62;3,93;3,06;NA
"2067";2067;2,53;3,96;3,71;3,62;3,93;3,07;NA
"2068";2068;2,53;3,96;3,71;3,62;3,93;3,07;NA
"2069";2069;2,53;3,96;3,71;3,62;3,93;3,07;NA
"2070";2070;2,53;3,96;3,71;3,62;3,93;3,07;NA
"2071";2071;2,53;3,96;3,71;3,62;3,93;3,07;NA
"2072";2072;2,53;3,96;3,71;3,62;3,93;3,07;NA
"2073";2073;2,53;3,96;3,71;3,62;3,93;3,07;NA
"2074";2074;2,53;3,96;3,71;3,62;3,93;3,07;NA
"2075";2075;2,53;3,96;3,71;3,62;3,93;3,07;NA
"2076";2076;2,53;3,96;3,71;3,62;3,93;3,07;NA
"2077";2077;2,53;3,96;3,71;3,62;3,93;3,07;NA
"2078";2078;2,53;3,96;3,71;3,62;3,93;3,07;NA
"2079";2079;2,52;3,96;3,71;3,62;3,93;3,07;NA
"2080";2080;2,52;3,96;3,71;3,62;3,95;3,07;NA
"2081";2081;2,52;3,96;3,71;3,62;3,95;3,07;NA
"2082";2082;2,52;3,96;3,71;3,62;3,94;3,07;NA
"2083";2083;2,52;3,96;3,71;3,62;3,94;3,07;NA
"2084";2084;2,52;3,96;3,71;3,62;3,94;3,07;NA
"2085";2085;2,52;3,96;3,71;3,62;3,94;3,07;NA
"2086";2086;2,52;3,96;3,71;3,62;3,94;3,07;NA
"2087";2087;2,52;3,96;3,71;3,62;3,94;3,07;NA
"2088";2088;2,52;3,96;3,71;3,62;3,94;3,07;NA
"2089";2089;2,52;3,96;3,71;3,62;3,94;3,07;NA
"2090";2090;2,52;3,96;3,71;3,62;3,94;3,07;NA
"2091";2091;2,52;3,96;3,71;3,62;3,94;3,07;NA
"2092";2092;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2093";2093;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2094";2094;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2095";2095;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2096";2096;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2097";2097;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2098";2098;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2099";2099;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2100";2100;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2101";2101;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2102";2102;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2103";2103;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2104";2104;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2105";2105;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2106";2106;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2107";2107;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2108";2108;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2109";2109;2,52;3,96;3,71;3,62;3,89;3,07;NA
"2110";2110;2,52;3,96;3,72;3,62;3,89;3,07;NA
"2111";2111;2,52;3,96;3,72;3,62;3,89;3,07;NA
"2112";2112;2,52;3,96;3,72;3,62;3,89;3,07;NA
"2113";2113;2,52;3,96;3,72;3,62;3,89;3,07;NA
"2114";2114;2,52;3,96;3,72;3,62;3,89;3,07;NA
"2115";2115;2,52;3,96;3,72;3,63;3,89;3,07;NA
"2116";2116;2,52;3,96;3,72;3,63;3,89;3,07;NA
"2117";2117;2,52;3,96;3,72;3,63;3,89;3,07;NA
"2118";2118;2,52;3,96;3,72;3,63;3,89;3,07;NA
"2119";2119;2,52;3,96;3,72;3,63;3,89;3,08;NA
"2120";2120;2,52;3,97;3,72;3,63;3,89;3,08;NA
